wellbore_id,well_id,source_wellbore_id,wellbore_name,status,source
de58b6de-f78f-400e-bee7-1bc5854da7e3,08198fe5-d3b0-42c4-a44c-323f2ddc40f5,1.77E+11,4 ST00BP00,PA,BSEE
1f378f0e-5a44-4bc6-80b3-6026e74fa08c,ed26163d-ad73-44a2-8e48-a04ccd61833d,1.77E+11,5 ST00BP00,PA,BSEE
780a00d8-0dc9-4e4a-9432-2b74289996c5,9da789fb-dd79-4dbb-a2ab-ecdd0a20bdcd,1.77E+11,6 ST00BP00,PA,BSEE
5ee1f525-90d9-454a-a1eb-98abc32cd9ad,fbedb3b9-2696-4cad-b0d5-77e0527262e9,1.77E+11,7 ST00BP00,PA,BSEE
b2ee0382-c885-4ccd-ae6b-d4217bf430ca,05d3135f-0361-4466-9c09-764d3d890142,1.77E+11,8 ST00BP00,PA,BSEE
6361bef6-b80f-4fd4-989e-0b6b63a3e19e,4914c0a5-11d4-47f1-b835-24cbb4b13e8c,1.77E+11,9 ST00BP00,PA,BSEE
047afdc8-57d4-4d7c-bda1-dc753e40cda1,2fbaadcc-4859-46c6-8c3c-91a5afcfcaa7,1.77E+11,10 ST00BP00,PA,BSEE
47a3d7a2-ac4f-4c18-a235-c9c89da1048a,7c7f4905-7bb1-46c0-947d-9ef79114da00,1.77E+11,11 ST00BP00,PA,BSEE
7dea4fe3-d32f-4cde-83d8-349e34bb4c60,59f113bb-ecd3-4fff-a52f-e2c4965dbce1,1.77E+11,1 ST00BP00,PA,BSEE
31346d20-c33b-4dbb-af76-566e3633e115,7edda10a-70e8-4bf4-bd58-25267697d092,1.77E+11,2 ST00BP00,PA,BSEE
fc371606-0378-4a5d-a48e-dcccd39e1582,75c87953-0c87-4156-8c75-71f35784a15d,1.77E+11, A001 ST00BP02,PA,BSEE
89f70309-232b-4dac-9ec3-63043faff0c8,bf489727-d10d-40ff-a92a-a1bcc9e916e5,1.77E+11, A001 ST00BP00,ST,BSEE
56e96a19-b310-4a69-96af-5c6435ff6eb1,5e2b6ff5-3b1d-4330-b614-9eddafd7885d,1.77E+11, A001 ST00BP01,ST,BSEE
379b9936-0183-4c9b-994b-7caf19ab4fc3,20e5c989-5329-4d1e-91c8-0a577f509d37,1.77E+11, A002 ST00BP00,ST,BSEE
0a8a0e77-2c6b-41ba-87c8-18ecb4652866,8638b3d3-cb36-40de-ac13-fcbf7d92bc25,1.77E+11, A010 ST01BP00,PA,BSEE
869de26d-343c-48b6-b3a3-6d61a404b509,0bb55bc0-7a04-4154-a941-836e10a46335,1.77E+11, A003 ST00BP00,PA,BSEE
f2ced7ac-6671-4579-9be5-c714c81c3562,ccb8d18c-6378-4f62-9dca-e443f390e721,1.77E+11, A004 ST00BP00,PA,BSEE
e58df0aa-72af-4862-bf95-8c3e449f264d,2ac91a62-e1f1-47dd-8cec-04dc5785b16c,1.77E+11, A005 ST00BP00,PA,BSEE
b4c39499-0f91-4959-8cfe-b9eaa153f674,e8a867dc-ee76-4d8f-96f2-0c407ef63a27,1.77E+11, A006 ST00BP00,PA,BSEE
f1ce07b4-8b99-42de-9036-99f8d21179aa,ab6059a2-3160-4c8b-840b-87cfb02799bd,1.77E+11, A007 ST00BP00,PA,BSEE
9d38275d-213f-45ee-9d18-f9bd386ec5d6,8090f9f1-183b-462a-a552-e3b60f9120df,1.77E+11, A008 ST00BP00,PA,BSEE
1195b336-3f58-485e-ae54-b722de99e72b,f8d85aee-3382-4c92-930d-2cc2aa79c076,1.77E+11, A009 ST00BP00,PA,BSEE
d2d99f63-4bbb-46b1-a2c6-ba3839493a71,43f7d3db-a45b-410e-95b2-3b799c1c7e06,1.77E+11,1 ST00BP00,PA,BSEE
b06a646a-2658-475e-ba56-19b964a3412f,7285912b-a1d5-4e89-8d44-b1bd1d66a52d,1.77E+11,1 ST00BP00,PA,BSEE
7cc3405c-c60d-4f40-ae3e-c0ead4a7fae6,24e429f3-0ad5-42fd-8c1f-e416dcdc4c67,1.77E+11, A001 ST00BP00,PA,BSEE
cf27c842-1098-4c61-b6fa-998187e5e05e,2859596a-47a3-40a8-b98f-5c0c8cf5e6e0,1.77E+11,1 ST00BP00,PA,BSEE
ea1dfd3f-1729-46c5-98a7-ab0302abff48,d8234fbf-bdc9-4a54-9234-bec4e93e3b60,1.77E+11,1 ST00BP00,PA,BSEE
ff92b7df-f34e-404a-abef-4ac5692df62f,d1865414-7289-4e17-b4ae-ce6915f4df0d,1.77E+11,2 ST00BP00,PA,BSEE
274b01b6-7e26-46b4-b105-5f1bb76bc8a8,f9123797-6709-46cd-ac07-2eba90e72cf2,1.77E+11, A002 ST00BP02,PA,BSEE
68e402fd-ded4-4a8e-b578-36c96e6832db,04ac6100-85e7-433e-a5f0-2307c3e63959,1.77E+11, A002 ST00BP00,ST,BSEE
a1e64710-d469-471d-8b2e-e67f8b91f330,dc309aba-c1c0-4aa8-b7e3-e8be2486c6ed,1.77E+11, A002 ST00BP01,ST,BSEE
5c398062-1b0a-4d37-88e7-bf450868d2aa,5c953deb-44e6-4349-a904-ed2896272f67,1.77E+11,2 ST00BP00,PA,BSEE
6c2bcfe2-94d6-43e5-84b5-def9538650c2,ebfe2370-04fc-4e83-8b22-d7642583c513,1.77E+11,2 ST00BP00,PA,BSEE
3c5a77ff-cb88-4880-afe8-c4e995ff74f9,8d6e078e-cfcb-4efc-8125-7eca8f4aee40,1.77E+11,3 ST00BP00,PA,BSEE
dc6766d5-605a-4bd5-86b4-63f015c0eceb,3c61c95b-c211-4afa-bb10-3cb28ac7be97,1.77E+11,1 ST00BP00,PA,BSEE
adf2d342-1d9f-42ea-87a9-b7e851fa3abb,54fb5ab7-21a0-4eef-8583-bbab85fa8619,1.77E+11,1 ST00BP00,PA,BSEE
e9835645-6172-43ca-abe3-80c241c577f8,2f211265-e329-4f04-a968-fa88ebd986b2,1.77E+11, A001 ST00BP02,PA,BSEE
8c8b369d-c098-4ca0-ba4c-970e4b97a09c,eb942ce9-3275-4098-876a-02fd875f65b4,1.77E+11, A001 ST00BP00,ST,BSEE
8b63b61e-bde4-4a73-8f50-008ac811a12d,0e3f6a28-ecc0-4d11-9dcc-c63f5517d2a9,1.77E+11, A001 ST00BP01,ST,BSEE
277fe133-9010-418d-9550-2decef027a1b,29503036-25cb-47cf-8c86-1c7150868e97,1.77E+11, B001 ST00BP00,PA,BSEE
58d614c0-3736-41e5-817d-24a1a67da79c,25bb10a5-430f-4515-998b-6431cf09cde6,1.77E+11, C001 ST00BP00,PA,BSEE
0ddb30b3-9f15-4744-9f39-5a4eaec17a60,e50f13a5-58a3-4957-a8be-7926654149bd,1.77E+11, D001 ST00BP00,PA,BSEE
27b0e79a-9132-406d-833c-901f354bb3d1,6be53156-5369-43ee-a61c-d98d6adb7df2,1.77E+11, E001 ST00BP00,PA,BSEE
d1c9ac8a-6fb2-447d-83ab-cd51ade3e90d,dfcada05-79f3-4fa0-9924-eb1a56c2b7e7,1.77E+11, A001 ST00BP00,ST,BSEE
d70ec6ca-f14d-4dfc-a732-2ffa502b2cf7,a0066348-a76e-41a7-93f3-1574bf8758a6,1.77E+11, A001 ST01BP00,PA,BSEE
4abbe9bb-0537-430a-8acb-2908dc756bd7,477d773b-646b-45f4-942e-78980e073fd8,1.77E+11, A002 ST03BP00,PA,BSEE
a9514b60-03f3-4f02-b1d8-c2b77cf7a207,679f35f4-0883-447c-a061-636d37e5a405,1.77E+11, A002 ST00BP00,ST,BSEE
78461ffc-6d76-454c-ba71-47afad564dab,4e2b54b1-2f86-4873-b26f-24574bec4ed2,1.77E+11, A002 ST01BP00,ST,BSEE
e8695942-5125-4a17-8221-35f5d4ae1227,13126f08-7ed7-44f0-a989-00d09e234099,1.77E+11, A002 ST02BP00,ST,BSEE
bcf15b14-c0cf-4d40-9d92-b71482e231a4,e9e8c661-f159-4461-ab7b-739bc2a8c3f7,1.77E+11, B001 ST00BP01,PA,BSEE
0d265ce3-7130-4002-aaec-28b09b5bd89e,6ae7df9a-e065-44f1-8a78-1af51e0ab5a6,1.77E+11, B001 ST00BP00,ST,BSEE
addeacc6-978b-45f9-b0ee-53f92ce67d06,34c4f8bf-5d92-48ac-9f62-da4b93aa59de,1.77E+11, D001 ST00BP00,PA,BSEE
4d2aa2a3-2484-4aae-85e0-f1cca36cfe17,47d0cbbe-60d8-40d0-abac-8f88c6902793,1.77E+11, E001 ST00BP00,PA,BSEE
20724d00-aad8-4feb-b04d-c399aab15d79,c131b38e-8609-4d66-bd8f-d35f0a160995,1.77E+11, G001 ST00BP00,PA,BSEE
259ede19-005b-4362-b7fb-d4d548eda4c6,37be2e06-5f9e-4f6c-be6e-f11df473159e,1.77E+11, H001 ST00BP00,PA,BSEE
1176d413-a6de-4e9f-9a1e-ff395d522241,697a8124-59ce-4877-9f23-3df5e2717c7f,1.77E+11,1 ST00BP00,PA,BSEE
799f7c6d-cc05-4276-a8cf-c68896cc149b,c6ed645e-bf93-492a-8490-05e7b8263727,1.77E+11,1 ST00BP00,PA,BSEE
4f564f9a-fa1b-4537-85d4-c6afb9e12d32,79c7f0f2-b168-4ef8-87df-86e55ef8c8ae,1.77E+11,1 ST00BP00,PA,BSEE
bd21c985-cf74-4133-b6fa-fd837dbaf2ba,fc788c54-5921-438c-b912-9bb38cb056ba,1.77E+11,1 ST00BP00,PA,BSEE
2395d31a-efb8-4634-b49a-4c597ba6c9e8,86efc51e-6a5b-4066-86be-e019e122ee9e,1.77E+11,1 ST00BP00,PA,BSEE
c9c54995-97b5-4a5b-93fa-2ecac7fc686e,70d61cff-8167-4e3e-bbe5-c5daf3617e90,1.77E+11, B001 ST00BP00,PA,BSEE
fbca0bd1-cdc8-47e3-972e-8e998dd03442,dea5b6c1-e1aa-4def-91ff-ef03556b5cbc,1.77E+11, B002 ST00BP00,PA,BSEE
591037e7-85b3-4398-a177-e04d901f8750,9955172b-948b-4d28-8e85-d01c905a0b03,1.77E+11, B003 ST00BP00,PA,BSEE
44250f33-3d0b-4010-8553-85b215bb52e5,c8c745fe-db75-4846-b3ba-63d82ee04b67,1.77E+11, A001 ST00BP00,PA,BSEE
523420a9-ac26-4be2-b2ad-5fd048c50e08,18fa8d81-ca18-4e5a-937c-dfad5c1c70d1,1.77E+11, A001 ST00BP00,PA,BSEE
4fd24194-345b-4422-aedf-d55eb10c18a2,c79b4b0c-c515-4e6b-906a-35478cd0f11d,1.77E+11, A002 ST00BP00,PA,BSEE
cee50cf3-6ecf-4bb4-a3e7-af2bdc348a83,8786e094-d75d-42e0-b122-20f3be14b145,1.77E+11,2 ST00BP00,PA,BSEE
4a185e7f-fd87-4080-9feb-3a06d5376996,67a65904-af5d-4298-b645-16eda4cf3fc4,1.77E+11,1 ST00BP00,PA,BSEE
26e97cc8-7a21-4eb7-abd0-5459b32fbcc7,62b1a460-366b-4aca-a79e-7d3c5a9fc1c0,1.77E+11, B001 ST00BP00,PA,BSEE
a798de27-9893-4130-b8c0-37cb1f588ce7,2804043b-77e4-4877-80d5-2149204643b1,1.77E+11, B002 ST00BP00,PA,BSEE
5be2b1cc-2625-4c73-bc46-3da1362562df,9525a977-4b40-4823-9f0f-a8db16c3b3fd,1.77E+11, B003 ST00BP00,PA,BSEE
11cf642d-d91b-41a7-b928-6bd7a16fc3b4,121ef779-a0e9-4f8f-8f66-cc9cf9609aa8,1.77E+11, B004 ST00BP00,PA,BSEE
7bb51107-bb8a-40a4-900a-cdd7702a228d,f06c6b94-808b-4a91-9602-e90f01b19d83,1.77E+11, A001 ST00BP00,TA,BSEE
e7be0f10-e7f5-495a-880f-7ab8e19b08be,b95e1bd8-a375-4468-a39c-f993367c8b64,1.77E+11, A002 ST00BP00,TA,BSEE
3f1a7890-90e7-4703-838a-55ae951b3ca7,23396448-4cc0-4fab-9ff2-25c7ec9d26c7,1.77E+11, A003 ST00BP00,TA,BSEE
