wellbore_id,checkpoint_depth,target_25m,event_type,synthetic_data_used,feat_depth,feat_norm_depth,feat_similar_well_count,feat_best_similarity,feat_mean_similarity,feat_weighted_any_evidence,feat_weighted_mud_loss_evidence,feat_weighted_kick_evidence,feat_weighted_stuck_pipe_evidence,feat_high_confidence_event_count,feat_closest_event_distance
15/9-19 A,650.0,0,NONE,False,650.0,0.1573,23,78.25,72.33,0.5991,0.0,0.0,0.5991,1,13.0
15/9-19 A,675.0,0,NONE,False,675.0,0.1634,23,78.25,72.33,0.635,0.635,0.0,0.0,1,10.0
15/9-19 A,700.0,0,NONE,False,700.0,0.1695,23,78.25,72.33,0.635,0.635,0.0,0.0,1,15.0
15/9-19 A,725.0,0,NONE,False,725.0,0.1755,23,78.25,72.33,0.0,0.0,0.0,0.0,0,29.3
15/9-19 A,750.0,0,NONE,False,750.0,0.1816,23,78.25,72.33,0.6299,0.6299,0.0,0.0,1,4.3
15/9-19 A,775.0,0,NONE,False,775.0,0.1876,23,78.25,72.33,1.0093,0.6299,0.0,0.3794,2,18.1
15/9-19 A,800.0,0,NONE,False,800.0,0.1937,23,78.25,72.33,0.3794,0.0,0.0,0.3794,1,6.9
15/9-19 A,825.0,0,NONE,False,825.0,0.1997,23,78.25,72.33,3.1605,3.1605,0.0,0.0,7,4.0
15/9-19 A,850.0,0,NONE,False,850.0,0.2058,23,78.25,72.33,4.4125,4.4125,0.0,0.0,9,2.0
15/9-19 A,875.0,0,NONE,False,875.0,0.2118,23,78.25,72.33,5.4081,5.4081,0.0,0.0,9,3.0
15/9-19 A,900.0,0,NONE,False,900.0,0.2179,23,78.25,72.33,5.4159,5.4159,0.0,0.0,9,0.0
15/9-19 A,925.0,0,NONE,False,925.0,0.2239,23,78.25,72.33,3.9125,3.9125,0.0,0.0,7,5.0
15/9-19 A,950.0,0,NONE,False,950.0,0.23,23,78.25,72.33,1.3929,1.3929,0.0,0.0,3,20.0
15/9-19 A,975.0,0,NONE,False,975.0,0.236,23,78.25,72.33,0.635,0.635,0.0,0.0,1,25.0
15/9-19 A,1000.0,0,NONE,False,1000.0,0.2421,23,78.25,72.33,0.635,0.635,0.0,0.0,1,0.0
15/9-19 A,1025.0,0,NONE,False,1025.0,0.2481,23,78.25,72.33,4.8454,4.8454,0.0,0.0,12,25.0
15/9-19 A,1050.0,0,NONE,False,1050.0,0.2542,23,78.25,72.33,4.2104,4.2104,0.0,0.0,11,0.0
15/9-19 A,1075.0,0,NONE,False,1075.0,0.2602,23,78.25,72.33,4.2104,4.2104,0.0,0.0,11,25.0
15/9-19 A,1100.0,0,NONE,False,1100.0,0.2663,23,78.25,72.33,0.4643,0.4643,0.0,0.0,1,20.0
15/9-19 A,1125.0,0,NONE,False,1125.0,0.2723,23,78.25,72.33,0.4643,0.4643,0.0,0.0,1,5.0
15/9-19 A,1150.0,0,NONE,False,1150.0,0.2784,23,78.25,72.33,0.0,0.0,0.0,0.0,0,30.0
15/9-19 A,1175.0,0,NONE,False,1175.0,0.2844,23,78.25,72.33,0.0,0.0,0.0,0.0,0,55.0
15/9-19 A,1200.0,0,NONE,False,1200.0,0.2905,23,78.25,72.33,0.0,0.0,0.0,0.0,0,38.0
15/9-19 A,1225.0,0,NONE,False,1225.0,0.2965,23,78.25,72.33,0.6001,0.0,0.0,0.6001,1,13.0
15/9-19 A,1250.0,0,NONE,False,1250.0,0.3026,23,78.25,72.33,0.6001,0.0,0.0,0.6001,1,12.0
15/9-19 A,1275.0,0,NONE,False,1275.0,0.3086,23,78.25,72.33,0.5991,0.0,0.0,0.5991,1,5.6
15/9-19 A,1300.0,0,NONE,False,1300.0,0.3147,23,78.25,72.33,1.8565,1.2574,0.0,0.5991,3,13.7
15/9-19 A,1325.0,0,NONE,False,1325.0,0.3207,23,78.25,72.33,1.2574,1.2574,0.0,0.0,2,4.0
15/9-19 A,1350.0,0,NONE,False,1350.0,0.3268,23,78.25,72.33,4.4346,3.7785,0.0,0.6561,7,4.0
15/9-19 A,1375.0,0,NONE,False,1375.0,0.3328,23,78.25,72.33,5.0907,3.7785,0.0,1.3122,8,6.0
15/9-19 A,1400.0,0,NONE,False,1400.0,0.3389,23,78.25,72.33,0.6561,0.0,0.0,0.6561,1,19.0
15/9-19 A,1425.0,0,NONE,False,1425.0,0.345,23,78.25,72.33,0.0,0.0,0.0,0.0,0,35.0
15/9-19 A,1450.0,0,NONE,False,1450.0,0.351,23,78.25,72.33,0.6327,0.6327,0.0,0.0,1,10.0
15/9-19 A,1475.0,0,NONE,False,1475.0,0.3571,23,78.25,72.33,1.2654,0.6327,0.0,0.6327,2,15.0
15/9-19 A,1500.0,0,NONE,False,1500.0,0.3631,23,78.25,72.33,0.6327,0.0,0.0,0.6327,1,7.0
15/9-19 A,1525.0,0,NONE,False,1525.0,0.3692,23,78.25,72.33,0.6384,0.0,0.0,0.6384,1,7.0
15/9-19 A,1550.0,0,NONE,False,1550.0,0.3752,23,78.25,72.33,0.6384,0.0,0.0,0.6384,1,18.0
15/9-19 A,1575.0,0,NONE,False,1575.0,0.3813,23,78.25,72.33,0.0,0.0,0.0,0.0,0,43.0
15/9-19 A,1600.0,0,NONE,False,1600.0,0.3873,23,78.25,72.33,0.0,0.0,0.0,0.0,0,61.0
15/9-19 A,1625.0,0,NONE,False,1625.0,0.3934,23,78.25,72.33,0.0,0.0,0.0,0.0,0,36.0
15/9-19 A,1650.0,0,NONE,False,1650.0,0.3994,23,78.25,72.33,0.635,0.0,0.0,0.635,1,11.0
15/9-19 A,1675.0,0,NONE,False,1675.0,0.4055,23,78.25,72.33,0.635,0.0,0.0,0.635,1,14.0
15/9-19 A,1700.0,0,NONE,False,1700.0,0.4115,23,78.25,72.33,0.0,0.0,0.0,0.0,0,39.0
15/9-19 A,1725.0,0,NONE,False,1725.0,0.4176,23,78.25,72.33,0.0,0.0,0.0,0.0,0,39.0
15/9-19 A,1750.0,0,NONE,False,1750.0,0.4236,23,78.25,72.33,0.6384,0.6384,0.0,0.0,1,14.0
15/9-19 A,1775.0,0,NONE,False,1775.0,0.4297,23,78.25,72.33,0.6384,0.6384,0.0,0.0,1,11.0
15/9-19 A,1800.0,0,NONE,False,1800.0,0.4357,23,78.25,72.33,0.0,0.0,0.0,0.0,0,36.0
15/9-19 A,1825.0,0,NONE,False,1825.0,0.4418,23,78.25,72.33,0.0,0.0,0.0,0.0,0,42.0
15/9-19 A,1850.0,0,NONE,False,1850.0,0.4478,23,78.25,72.33,0.6001,0.6001,0.0,0.0,1,17.0
15/9-19 A,1875.0,0,NONE,False,1875.0,0.4539,23,78.25,72.33,1.2351,0.6001,0.0,0.635,2,2.0
15/9-19 A,1900.0,0,NONE,False,1900.0,0.4599,23,78.25,72.33,0.635,0.0,0.0,0.635,1,23.0
15/9-19 A,1925.0,0,NONE,False,1925.0,0.466,23,78.25,72.33,0.0,0.0,0.0,0.0,0,48.0
15/9-19 A,1950.0,0,NONE,False,1950.0,0.472,23,78.25,72.33,0.0,0.0,0.0,0.0,0,73.0
15/9-19 A,1975.0,0,NONE,False,1975.0,0.4781,23,78.25,72.33,0.0,0.0,0.0,0.0,0,59.0
15/9-19 A,2000.0,0,NONE,False,2000.0,0.4841,23,78.25,72.33,0.0,0.0,0.0,0.0,0,34.0
15/9-19 A,2025.0,0,NONE,False,2025.0,0.4902,23,78.25,72.33,0.6561,0.6561,0.0,0.0,1,9.0
15/9-19 A,2050.0,0,NONE,False,2050.0,0.4962,23,78.25,72.33,0.6561,0.6561,0.0,0.0,1,16.0
15/9-19 A,2075.0,0,NONE,False,2075.0,0.5023,23,78.25,72.33,0.7825,0.7825,0.0,0.0,1,25.0
15/9-19 A,2100.0,0,NONE,False,2100.0,0.5084,23,78.25,72.33,0.7825,0.7825,0.0,0.0,1,0.0
15/9-19 A,2125.0,0,NONE,False,2125.0,0.5144,23,78.25,72.33,0.7825,0.7825,0.0,0.0,1,25.0
15/9-19 A,2150.0,0,NONE,False,2150.0,0.5205,23,78.25,72.33,0.6945,0.6945,0.0,0.0,1,14.0
15/9-19 A,2175.0,1,MULTIPLE,False,2175.0,0.5265,23,78.25,72.33,0.6945,0.6945,0.0,0.0,1,11.0
15/9-19 A,2200.0,1,STUCK_PIPE,False,2200.0,0.5326,23,78.25,72.33,0.6001,0.6001,0.0,0.0,1,13.0
15/9-19 A,2225.0,0,NONE,False,2225.0,0.5386,23,78.25,72.33,1.3826,0.6001,0.0,0.7825,2,6.0
15/9-19 A,2250.0,0,NONE,False,2250.0,0.5447,23,78.25,72.33,1.3826,0.6001,0.0,0.7825,2,2.0
15/9-19 A,2275.0,0,NONE,False,2275.0,0.5507,23,78.25,72.33,0.6001,0.6001,0.0,0.0,1,23.0
15/9-19 A,2300.0,0,NONE,False,2300.0,0.5568,23,78.25,72.33,0.0,0.0,0.0,0.0,0,28.0
15/9-19 A,2325.0,0,NONE,False,2325.0,0.5628,23,78.25,72.33,0.6001,0.0,0.0,0.6001,1,3.0
15/9-19 A,2350.0,0,NONE,False,2350.0,0.5689,23,78.25,72.33,1.2382,0.0,0.0,1.2382,2,12.0
15/9-19 A,2375.0,0,NONE,False,2375.0,0.5749,23,78.25,72.33,0.6381,0.0,0.0,0.6381,1,13.0
15/9-19 A,2400.0,0,NONE,False,2400.0,0.581,23,78.25,72.33,0.7825,0.7825,0.0,0.0,1,10.0
15/9-19 A,2425.0,0,NONE,False,2425.0,0.587,23,78.25,72.33,0.7825,0.7825,0.0,0.0,1,15.0
15/9-19 A,2450.0,0,NONE,False,2450.0,0.5931,23,78.25,72.33,0.0,0.0,0.0,0.0,0,39.2
15/9-19 A,2475.0,0,NONE,False,2475.0,0.5991,23,78.25,72.33,0.6381,0.6381,0.0,0.0,1,14.2
15/9-19 A,2500.0,0,NONE,False,2500.0,0.6052,23,78.25,72.33,1.9081,1.9081,0.0,0.0,3,10.8
15/9-19 A,2525.0,0,NONE,False,2525.0,0.6112,23,78.25,72.33,2.54,2.54,0.0,0.0,4,4.0
15/9-19 A,2550.0,0,NONE,False,2550.0,0.6173,23,78.25,72.33,4.4518,4.4518,0.0,0.0,7,15.0
15/9-19 A,2575.0,0,NONE,False,2575.0,0.6233,23,78.25,72.33,5.0605,4.4212,0.0,0.6393,8,2.5
15/9-19 A,2600.0,0,NONE,False,2600.0,0.6294,23,78.25,72.33,4.3077,3.6684,0.0,0.6393,7,2.0
15/9-19 A,2625.0,0,NONE,False,2625.0,0.6354,23,78.25,72.33,3.0851,3.0851,0.0,0.0,5,9.0
15/9-19 A,2650.0,0,NONE,False,2650.0,0.6415,23,78.25,72.33,4.0803,4.0803,0.0,0.0,6,0.3
15/9-19 A,2675.0,0,NONE,False,2675.0,0.6475,23,78.25,72.33,4.6105,4.6105,0.0,0.0,7,1.0
15/9-19 A,2700.0,0,NONE,False,2700.0,0.6536,23,78.25,72.33,1.1863,1.1863,0.0,0.0,2,22.7
15/9-19 A,2725.0,0,NONE,False,2725.0,0.6596,23,78.25,72.33,0.7825,0.7825,0.0,0.0,1,17.0
15/9-19 A,2750.0,0,NONE,False,2750.0,0.6657,23,78.25,72.33,2.0891,2.0891,0.0,0.0,3,8.0
15/9-19 A,2775.0,0,NONE,False,2775.0,0.6718,23,78.25,72.33,1.9365,1.9365,0.0,0.0,3,0.0
15/9-19 A,2800.0,0,NONE,False,2800.0,0.6778,23,78.25,72.33,1.286,1.286,0.0,0.0,2,18.2
15/9-19 A,2825.0,0,NONE,False,2825.0,0.6839,23,78.25,72.33,2.5508,2.5508,0.0,0.0,4,2.0
15/9-19 A,2850.0,0,NONE,False,2850.0,0.6899,23,78.25,72.33,3.2069,3.2069,0.0,0.0,5,0.0
15/9-19 A,2875.0,0,NONE,False,2875.0,0.696,23,78.25,72.33,4.4807,4.4807,0.0,0.0,7,1.0
15/9-19 A,2900.0,0,NONE,False,2900.0,0.702,23,78.25,72.33,3.2805,3.2805,0.0,0.0,5,15.0
15/9-19 A,2925.0,0,NONE,False,2925.0,0.7081,23,78.25,72.33,2.0891,1.4386,0.0,0.6505,3,2.0
15/9-19 A,2950.0,0,NONE,False,2950.0,0.7141,23,78.25,72.33,1.433,0.7825,0.0,0.6505,2,23.0
15/9-19 A,2975.0,0,NONE,False,2975.0,0.7202,23,78.25,72.33,2.3475,2.3475,0.0,0.0,3,8.0
15/9-19 A,3000.0,0,NONE,False,3000.0,0.7262,23,78.25,72.33,3.13,3.13,0.0,0.0,4,17.0
15/9-19 A,3025.0,0,NONE,False,3025.0,0.7323,23,78.25,72.33,2.9856,2.9856,0.0,0.0,4,0.0
15/9-19 A,3050.0,0,NONE,False,3050.0,0.7383,23,78.25,72.33,6.1156,6.1156,0.0,0.0,8,3.0
15/9-19 A,3075.0,0,NONE,False,3075.0,0.7444,23,78.25,72.33,4.3282,4.3282,0.0,0.0,6,15.0
15/9-19 A,3100.0,0,NONE,False,3100.0,0.7504,23,78.25,72.33,1.1982,1.1982,0.0,0.0,2,10.0
15/9-19 A,3125.0,0,NONE,False,3125.0,0.7565,23,78.25,72.33,0.0,0.0,0.0,0.0,0,35.0
15/9-19 A,3150.0,0,NONE,False,3150.0,0.7625,23,78.25,72.33,0.7825,0.7825,0.0,0.0,1,11.0
15/9-19 A,3175.0,0,NONE,False,3175.0,0.7686,23,78.25,72.33,2.6488,2.6488,0.0,0.0,4,14.0
15/9-19 A,3200.0,0,NONE,False,3200.0,0.7746,23,78.25,72.33,2.5608,2.5608,0.0,0.0,4,6.0
15/9-19 A,3225.0,0,NONE,False,3225.0,0.7807,23,78.25,72.33,2.0771,1.2946,0.0,0.7825,3,18.0
15/9-19 A,3250.0,0,NONE,False,3250.0,0.7867,23,78.25,72.33,2.1651,1.3826,0.0,0.7825,3,2.0
15/9-19 A,3275.0,0,NONE,False,3275.0,0.7928,23,78.25,72.33,1.4112,1.4112,0.0,0.0,2,3.0
15/9-19 A,3300.0,0,NONE,False,3300.0,0.7988,23,78.25,72.33,1.2288,1.2288,0.0,0.0,2,4.0
15/9-19 A,3325.0,0,NONE,False,3325.0,0.8049,23,78.25,72.33,0.6001,0.6001,0.0,0.0,1,6.0
15/9-19 A,3350.0,0,NONE,False,3350.0,0.8109,23,78.25,72.33,0.0,0.0,0.0,0.0,0,31.0
15/9-19 A,3375.0,0,NONE,False,3375.0,0.817,23,78.25,72.33,0.0,0.0,0.0,0.0,0,56.0
15/9-19 A,3400.0,0,NONE,False,3400.0,0.823,23,78.25,72.33,0.0,0.0,0.0,0.0,0,39.0
15/9-19 A,3425.0,0,NONE,False,3425.0,0.8291,23,78.25,72.33,1.2002,1.2002,0.0,0.0,2,14.0
15/9-19 A,3450.0,0,NONE,False,3450.0,0.8351,23,78.25,72.33,1.2002,1.2002,0.0,0.0,2,10.0
15/9-19 A,3475.0,0,NONE,False,3475.0,0.8412,23,78.25,72.33,0.0,0.0,0.0,0.0,0,35.0
15/9-19 A,3500.0,0,NONE,False,3500.0,0.8473,23,78.25,72.33,0.0,0.0,0.0,0.0,0,58.0
15/9-19 A,3525.0,0,NONE,False,3525.0,0.8533,23,78.25,72.33,0.0,0.0,0.0,0.0,0,33.0
15/9-19 A,3550.0,0,NONE,False,3550.0,0.8594,23,78.25,72.33,0.6945,0.0,0.0,0.6945,1,8.0
15/9-19 A,3575.0,0,NONE,False,3575.0,0.8654,23,78.25,72.33,2.0451,1.3506,0.0,0.6945,3,6.0
15/9-19 A,3600.0,0,NONE,False,3600.0,0.8715,23,78.25,72.33,1.3506,1.3506,0.0,0.0,2,19.0
15/9-19 A,3625.0,0,NONE,False,3625.0,0.8775,23,78.25,72.33,0.6561,0.6561,0.0,0.0,1,7.0
15/9-19 A,3650.0,0,NONE,False,3650.0,0.8836,23,78.25,72.33,5.8815,5.2488,0.0,0.6327,9,10.0
15/9-19 A,3675.0,0,NONE,False,3675.0,0.8896,23,78.25,72.33,5.8815,5.2488,0.0,0.6327,9,7.5
15/9-19 A,3700.0,0,NONE,False,3700.0,0.8957,23,78.25,72.33,1.3122,1.3122,0.0,0.0,2,7.2
15/9-19 A,3725.0,0,NONE,False,3725.0,0.9017,23,78.25,72.33,1.9683,1.9683,0.0,0.0,3,9.0
15/9-19 A,3750.0,0,NONE,False,3750.0,0.9078,23,78.25,72.33,1.9448,1.9448,0.0,0.0,3,4.0
15/9-19 A,3775.0,0,NONE,False,3775.0,0.9138,23,78.25,72.33,2.5718,2.5718,0.0,0.0,4,7.0
15/9-19 A,3800.0,0,NONE,False,3800.0,0.9199,23,78.25,72.33,2.6337,1.9392,0.0,0.6945,4,6.0
15/9-19 A,3825.0,0,NONE,False,3825.0,0.9259,23,78.25,72.33,1.3506,0.6561,0.0,0.6945,2,1.0
15/9-19 A,3850.0,0,NONE,False,3850.0,0.932,23,78.25,72.33,1.9343,1.2782,0.0,0.6561,3,6.0
15/9-19 A,3875.0,0,NONE,False,3875.0,0.938,23,78.25,72.33,1.2782,0.6221,0.0,0.6561,2,7.3
15/9-19 A,3900.0,0,NONE,False,3900.0,0.9441,23,78.25,72.33,0.0,0.0,0.0,0.0,0,32.3
15/9-19 A,3925.0,0,NONE,False,3925.0,0.9501,23,78.25,72.33,0.0,0.0,0.0,0.0,0,57.3
15/9-19 A,3950.0,0,NONE,False,3950.0,0.9562,23,78.25,72.33,0.0,0.0,0.0,0.0,0,75.0
15/9-19 A,3975.0,0,NONE,False,3975.0,0.9622,23,78.25,72.33,0.0,0.0,0.0,0.0,0,50.0
15/9-19 A,4000.0,0,NONE,False,4000.0,0.9683,23,78.25,72.33,0.6945,0.0,0.0,0.6945,1,25.0
15/9-19 A,4025.0,1,MUD_LOSS,False,4025.0,0.9743,23,78.25,72.33,2.0451,0.6561,0.0,1.389,3,0.0
15/9-19 A,4050.0,0,NONE,False,4050.0,0.9804,23,78.25,72.33,4.0134,2.6244,0.0,1.389,6,0.0
15/9-19 A,4075.0,0,NONE,False,4075.0,0.9864,23,78.25,72.33,6.6422,4.5587,0.0,2.0835,10,8.0
15/9-19 A,4100.0,1,STUCK_PIPE,False,4100.0,0.9925,23,78.25,72.33,4.0178,1.9343,0.0,2.0835,6,5.0
15/9-19 A,4125.0,0,NONE,False,4125.0,0.9985,23,78.25,72.33,0.6945,0.0,0.0,0.6945,1,5.0
15/9-19 B,50.0,0,NONE,False,50.0,0.0153,23,78.25,68.11,3.5509,0.5741,0.0,2.9768,6,0.0
15/9-19 B,75.0,0,NONE,False,75.0,0.0229,23,78.25,68.11,3.5027,1.7223,0.0,1.7804,6,5.0
15/9-19 B,100.0,0,NONE,False,100.0,0.0306,23,78.25,68.11,2.906,2.906,0.0,0.0,5,2.0
15/9-19 B,125.0,0,NONE,False,125.0,0.0382,23,78.25,68.11,5.3457,5.3457,0.0,0.0,9,0.6
15/9-19 B,150.0,0,NONE,False,150.0,0.0458,23,78.25,68.11,5.3584,5.3584,0.0,0.0,9,0.1
15/9-19 B,175.0,0,NONE,False,175.0,0.0535,23,78.25,68.11,2.3856,1.7638,0.0,0.6218,4,3.0
15/9-19 B,200.0,0,NONE,False,200.0,0.0611,23,78.25,68.11,2.3374,1.7156,0.0,0.6218,4,18.0
15/9-19 B,225.0,0,NONE,False,225.0,0.0688,23,78.25,68.11,4.1146,4.1146,0.0,0.0,7,7.0
15/9-19 B,250.0,0,NONE,False,250.0,0.0764,23,78.25,68.11,4.21,4.21,0.0,0.0,7,1.0
15/9-19 B,275.0,0,NONE,False,275.0,0.084,23,78.25,68.11,3.1282,3.1282,0.0,0.0,5,11.6
15/9-19 B,300.0,0,NONE,False,300.0,0.0917,23,78.25,68.11,2.4828,1.8846,0.5982,0.0,4,7.0
15/9-19 B,325.0,0,NONE,False,325.0,0.0993,23,78.25,68.11,0.5982,0.0,0.5982,0.0,1,15.0
15/9-19 B,350.0,0,NONE,False,350.0,0.107,23,78.25,68.11,0.0,0.0,0.0,0.0,0,40.0
15/9-19 B,375.0,0,NONE,False,375.0,0.1146,23,78.25,68.11,0.0,0.0,0.0,0.0,0,65.0
15/9-19 B,400.0,0,NONE,False,400.0,0.1222,23,78.25,68.11,0.0,0.0,0.0,0.0,0,90.0
15/9-19 B,425.0,0,NONE,False,425.0,0.1299,23,78.25,68.11,0.0,0.0,0.0,0.0,0,115.0
15/9-19 B,450.0,0,NONE,False,450.0,0.1375,23,78.25,68.11,0.0,0.0,0.0,0.0,0,128.0
15/9-19 B,475.0,0,NONE,False,475.0,0.1452,23,78.25,68.11,0.0,0.0,0.0,0.0,0,103.0
15/9-19 B,500.0,0,NONE,False,500.0,0.1528,23,78.25,68.11,0.0,0.0,0.0,0.0,0,78.0
15/9-19 B,525.0,0,NONE,False,525.0,0.1605,23,78.25,68.11,0.0,0.0,0.0,0.0,0,53.0
15/9-19 B,550.0,0,NONE,False,550.0,0.1681,23,78.25,68.11,0.0,0.0,0.0,0.0,0,28.0
15/9-19 B,575.0,0,NONE,False,575.0,0.1757,23,78.25,68.11,0.6218,0.6218,0.0,0.0,1,3.0
15/9-19 B,600.0,0,NONE,False,600.0,0.1834,23,78.25,68.11,1.22,1.22,0.0,0.0,2,10.0
15/9-19 B,625.0,0,NONE,False,625.0,0.191,23,78.25,68.11,1.1728,0.5982,0.0,0.5746,2,12.0
15/9-19 B,650.0,0,NONE,False,650.0,0.1987,23,78.25,68.11,0.5746,0.0,0.0,0.5746,1,13.0
15/9-19 B,675.0,0,NONE,False,675.0,0.2063,23,78.25,68.11,0.6218,0.6218,0.0,0.0,1,10.0
15/9-19 B,700.0,0,NONE,False,700.0,0.2139,23,78.25,68.11,0.6218,0.6218,0.0,0.0,1,15.0
15/9-19 B,725.0,0,NONE,False,725.0,0.2216,23,78.25,68.11,0.0,0.0,0.0,0.0,0,29.3
15/9-19 B,750.0,0,NONE,False,750.0,0.2292,23,78.25,68.11,0.5982,0.5982,0.0,0.0,1,4.3
15/9-19 B,775.0,0,NONE,False,775.0,0.2369,23,78.25,68.11,1.0041,0.5982,0.0,0.4059,2,18.1
15/9-19 B,800.0,0,NONE,False,800.0,0.2445,23,78.25,68.11,0.4059,0.0,0.0,0.4059,1,6.9
15/9-19 B,825.0,0,NONE,False,825.0,0.2521,23,78.25,68.11,3.2296,3.2296,0.0,0.0,7,4.0
15/9-19 B,850.0,0,NONE,False,850.0,0.2598,23,78.25,68.11,4.3914,4.3914,0.0,0.0,9,2.0
15/9-19 B,875.0,0,NONE,False,875.0,0.2674,23,78.25,68.11,5.1459,5.1459,0.0,0.0,9,3.0
15/9-19 B,900.0,0,NONE,False,900.0,0.2751,23,78.25,68.11,5.1805,5.1805,0.0,0.0,9,0.0
15/9-19 B,925.0,0,NONE,False,925.0,0.2827,23,78.25,68.11,3.8649,3.8649,0.0,0.0,7,5.0
15/9-19 B,950.0,0,NONE,False,950.0,0.2903,23,78.25,68.11,1.4721,1.4721,0.0,0.0,3,20.0
15/9-19 B,975.0,0,NONE,False,975.0,0.298,23,78.25,68.11,0.6218,0.6218,0.0,0.0,1,25.0
15/9-19 B,1000.0,0,NONE,False,1000.0,0.3056,23,78.25,68.11,0.6218,0.6218,0.0,0.0,1,0.0
15/9-19 B,1025.0,0,NONE,False,1025.0,0.3133,23,78.25,68.11,5.1237,5.1237,0.0,0.0,12,25.0
15/9-19 B,1050.0,0,NONE,False,1050.0,0.3209,23,78.25,68.11,4.5019,4.5019,0.0,0.0,11,0.0
15/9-19 B,1075.0,0,NONE,False,1075.0,0.3285,23,78.25,68.11,4.5019,4.5019,0.0,0.0,11,25.0
15/9-19 B,1100.0,0,NONE,False,1100.0,0.3362,23,78.25,68.11,0.4907,0.4907,0.0,0.0,1,20.0
15/9-19 B,1125.0,0,NONE,False,1125.0,0.3438,23,78.25,68.11,0.4907,0.4907,0.0,0.0,1,5.0
15/9-19 B,1150.0,0,NONE,False,1150.0,0.3515,23,78.25,68.11,0.0,0.0,0.0,0.0,0,30.0
15/9-19 B,1175.0,0,NONE,False,1175.0,0.3591,23,78.25,68.11,0.0,0.0,0.0,0.0,0,55.0
15/9-19 B,1200.0,0,NONE,False,1200.0,0.3667,23,78.25,68.11,0.0,0.0,0.0,0.0,0,38.0
15/9-19 B,1225.0,0,NONE,False,1225.0,0.3744,23,78.25,68.11,0.5674,0.0,0.0,0.5674,1,13.0
15/9-19 B,1250.0,0,NONE,False,1250.0,0.382,23,78.25,68.11,0.5674,0.0,0.0,0.5674,1,12.0
15/9-19 B,1275.0,0,NONE,False,1275.0,0.3897,23,78.25,68.11,0.5746,0.0,0.0,0.5746,1,5.6
