event_id,well_id,wellbore_id,timestamp_start,timestamp_end,depth_start,depth_end,event_type,description,source,source_file,extraction_method,confidence
c7608b2b-c63a-47c0-963e-203374fa7a1d,NO,NO 15/9-19 A,name 1997-08-02T01:30:00+02:00,name 1997-08-02T06:00:00+02:00,106,106,EQUIPMENT_FAILURE,RAN BOP TEST TOOL TO WELLHEAD.TESTED PIPE RAMS & FAIL SAFE VALVES TO 20/345 BAR; TESTED BOTH ANNULARS TO 20/241 BAR. TESTED ON YELLOW POD. FUNCTION TESTED ON BLUE POD - FROM SUBSEA CONTROL ROOM.,VOLVE_DDR,15_9_19_A_1997_08_03.xml,XML_NODE_KEYWORD,MEDIUM
15166449-7ca7-4c3d-ba6f-83d05d9d2227,NO,NO 15/9-19 A,name 1997-08-02T14:00:00+02:00,name 1997-08-02T15:30:00+02:00,2183,2183,ABNORMAL_OPERATION,ESTABLISHED CIRC AT 2500 LPM.WASHED DOWN TO CASING WINDOW. RAN THROUGH WINDOW & PU THROUGH WINDOW WITHOUT PUMPING - NO PROBLEMS. CIRCULATED AT 1500 LPM & ROTATED AT 50 RPM & RAN THROUGH WINDOW - NO PROBLEM.,VOLVE_DDR,15_9_19_A_1997_08_03.xml,XML_NODE_KEYWORD,LOW
0ec4a866-0db0-430e-9ef5-2f53e5a359b9,NO,NO 15/9-19 A,name 1997-08-02T20:00:00+02:00,name 1997-08-02T22:30:00+02:00,2783,2783,MUD_LOSS,"INCREASED MUD WEIGHT FROM 1,50 SG TO 1,54 SG WHILE CIRCULATING AT 2200 LPM. AFTER 1,54 MUD AROUND, INCREASED FLOW RATE TO 2500 LPM - 210 BAR - WITH NO LOSSES.",VOLVE_DDR,15_9_19_A_1997_08_03.xml,XML_NODE_KEYWORD,HIGH
f0e7b6dd-d818-41ff-807d-084335db7e3b,NO,NO 15/9-19 A,name 1997-08-03T06:00:00+02:00,name 1997-08-03T11:00:00+02:00,2783,2783,ABNORMAL_OPERATION,RIH TO 2160M. ESTABLISHED CIRC WITH 2500 LPM AND ORIENTED TOOLFACE. RUN THROUGH WINDOW WITH NO ROTATION OR CIRCULATION AND CONTINUED RIH WITH NO PROBLEMS. WASHED LAST STAND TO TD.,VOLVE_DDR,15_9_19_A_1997_08_04.xml,XML_NODE_KEYWORD,LOW
f136e38f-45f4-49fa-a691-a8cc51bfa09a,NO,NO 15/9-19 A,name 1997-08-04T09:30:00+02:00,name 1997-08-04T11:30:00+02:00,2707,2707,ABNORMAL_OPERATION,MADE SHORT TRIP TO 2707 M & RIH TO TD - WASHED DOWN LAST STAND TO TD - NO PROBLEMS.,VOLVE_DDR,15_9_19_A_1997_08_05.xml,XML_NODE_KEYWORD,LOW
83e858e8-5a9d-4362-8edf-a124fac08269,NO,NO 15/9-19 A,name 1997-08-07T02:00:00+02:00,name 1997-08-07T06:00:00+02:00,3573,3573,ABNORMAL_OPERATION,DRILLED 8 1/2'' HOLE FROM 3552 - 3573 M. UNABLE TO STEER DUE TO HANGING UP ON STABILIZERS AND FREQUENT STALLING  PROBLEMS.,VOLVE_DDR,15_9_19_A_1997_08_08.xml,XML_NODE_KEYWORD,LOW
32b701db-7599-4d46-8284-5c4a86e7efec,NO,NO 15/9-19 A,name 1997-08-08T03:30:00+02:00,name 1997-08-08T04:00:00+02:00,1040,1040,EQUIPMENT_FAILURE,FILL DRILL PIPE AND TEST MWD. FAIL TO GET SIGNALS FROM MWD. RE-BOOT MWD COMPUTER AND GOT SIGNALS OK.,VOLVE_DDR,15_9_19_A_1997_08_09.xml,XML_NODE_KEYWORD,MEDIUM
97d6b63c-561a-4f84-bb66-a2e89806cc43,NO,NO 15/9-19 A,name 1997-08-19T14:30:00+02:00,name 1997-08-19T17:00:00+02:00,107,107,EQUIPMENT_FAILURE,CONTINUED TEST BOP FROM YELLOW POD. TESTED ALL VALVES AND PIPE RAMS TO 34/345 BAR FOR 5/10 MIN. TESTED BOTH ANNULARS TO 34/241 BARS. FUNCTION TESTED WITH BLUE POD FROM TP REMOTE PANEL. ALL WHILST REPAIR ON UIBOP.,VOLVE_DDR,15_9_19_A_1997_08_20.xml,XML_NODE_KEYWORD,MEDIUM
6fe95bfd-c410-4571-959b-323ca8264294,NO,NO 15/9-19 A,name 1997-08-22T20:30:00+02:00,name 1997-08-23T00:00:00+02:00,0,0,EQUIPMENT_FAILURE,REPAIRED TOP DRIVE - BOLTS SHEARED ON SWIVEL LINK PINION CLAMP (PART OF TDS/TRAVELLING BLOCK RETRACT SYSTEM).,VOLVE_DDR,15_9_19_A_1997_08_23.xml,XML_NODE_KEYWORD,MEDIUM
474c7bc8-8598-4635-afd4-640a58d45118,NO,NO 15/9-19 A,name 1997-08-23T00:00:00+02:00,name 1997-08-23T03:30:00+02:00,0,0,EQUIPMENT_FAILURE,FINISHED REPAIRING TOP DRIVE.,VOLVE_DDR,15_9_19_A_1997_08_24.xml,XML_NODE_KEYWORD,MEDIUM
a930d0ea-4429-4a68-9f9b-2ecb1c378bad,NO,NO 15/9-19 A,name 1997-08-23T06:00:00+02:00,name 1997-08-24T00:00:00+02:00,3610,3610,ABNORMAL_OPERATION,CONTINUED RIH WITH LOGGING TOOLS ON DRILL PIPE: HDIL-MAC-ZDL-CND-SPL- CHT-VSP. EXPERIENCED PROBLEMS WITH A DISCONTINUOUS SIGNAL AT +\- 2825M - 2840M.,VOLVE_DDR,15_9_19_A_1997_08_24.xml,XML_NODE_KEYWORD,LOW
98cf38d5-c25d-48ef-b056-23e216b9eacb,NO,NO 15/9-19 A,name 1997-08-24T00:00:00+02:00,name 1997-08-24T04:30:00+02:00,4120,4120,ABNORMAL_OPERATION,"CONTINUED RUNNING LOGS ON DRILL PIPE. PROBLEM WITH DISCONTINUOUS SIGNAL FROM +\- 3845M - 3872M, 4018M - 4024M, 4045M - 4120M.",VOLVE_DDR,15_9_19_A_1997_08_25.xml,XML_NODE_KEYWORD,LOW
845cf28d-28c9-4c21-ac64-3c0f767ab350,NO,NO 15/9-19 A,name 1997-08-25T00:00:00+02:00,name 1997-08-25T06:00:00+02:00,3513,3513,ABNORMAL_OPERATION,CONTINUED LOGGING OUT OF HOLE ON DRILL PIPE: HDIL-MAC-ZDL-CND-SPL-CNT. SOME PROBLEMS WITH BAD/DISCONTINUOUS SIGNAL IN THE BEGINNING BUT IT WAS CORRECTED AND A GOOD LOG IS BEING ACQUIRED.,VOLVE_DDR,15_9_19_A_1997_08_26.xml,XML_NODE_KEYWORD,LOW
642c6a97-b7ce-44d8-9928-7e74d50fa208,NO,NO 15/9-19 A,name 1997-08-29T03:30:00+02:00,name 1997-08-29T06:00:00+02:00,4123,4123,STUCK_PIPE,PIPE STUCK WHILE MAKING UP TOP DRIVE. WORKED PIPE WITH NO SUCCESS. ATLAS SHEARED CLAMP ON SIDE ENTRY SUB AND POOH WITH WIRELINE IN ORDER TO GAIN ROTATION OF DRILL PIPE.,VOLVE_DDR,15_9_19_A_1997_08_30.xml,XML_NODE_KEYWORD,HIGH
28db9986-956a-46c6-bb03-178cebdb7993,NO,NO 15/9-19 A,name 1997-08-31T22:00:00+02:00,name 1997-08-31T22:30:00+02:00,1699,1699,ABNORMAL_OPERATION,CASING TONG NOT WORKING - PROBLEM WITH HYDRAULIC PRESSURE/VOLUME SUPPLY. CHANGED POWER UNITS.,VOLVE_DDR,15_9_19_A_1997_09_01.xml,XML_NODE_KEYWORD,LOW
983642d7-6c06-415c-8e54-4da5088e58bc,NO,NO 15/9-19 A,name 1997-09-01T20:30:00+02:00,name 1997-09-01T21:00:00+02:00,4044,4044,MUD_LOSS,RIH WITH CASING ON HWDP RUNNING STRING. LANDED CASING AND CHECKED DATUM LINE - OK. TOTAL MUD LOSSES RUNNING CASING - 6 M3.,VOLVE_DDR,15_9_19_A_1997_09_02.xml,XML_NODE_KEYWORD,HIGH
227d51e4-09ee-4ff9-ac07-836ba15cc3e3,NO,NO 15/9-19 A,name 1997-09-02T04:30:00+02:00,name 1997-09-02T06:00:00+02:00,4044,4044,EQUIPMENT_FAILURE,SET SEAL ASSEMBLY. PRESSURE TEST FAILED - RETURNS COMING UP DRILL STRING. BEGIN POOH.,VOLVE_DDR,15_9_19_A_1997_09_03.xml,XML_NODE_KEYWORD,MEDIUM
85b0ad03-56c7-49f4-a51d-65ec6642888a,NO,NO 15/9-19 A,name 1997-09-02T06:00:00+02:00,name 1997-09-02T06:30:00+02:00,0,0,EQUIPMENT_FAILURE,TEST OF SEAL ASSEMBLY FAILED. POOH WITH ST CASING HANGER RUNNING TOOL.,VOLVE_DDR,15_9_19_A_1997_09_03.xml,XML_NODE_KEYWORD,MEDIUM
e19495be-ab28-4e74-a77d-c5ddbc09b4f6,NO,NO 15/9-19 A,name 1997-10-08T03:30:00+02:00,name 1997-10-08T04:30:00+02:00,0,0,EQUIPMENT_FAILURE,WESTERN / ATLAS INVESTIGATED POWER FAILURE ON LOGGING TOOL. CHANGED OUT SWIVEL AND MU NEW CONNECTION.,VOLVE_DDR,15_9_19_A_1997_10_09.xml,XML_NODE_KEYWORD,MEDIUM
ab9ff290-f09f-4703-a0d9-2e3ab600c838,NO,NO 15/9-19 A,name 1997-10-08T05:00:00+02:00,name 1997-10-08T06:00:00+02:00,0,0,EQUIPMENT_FAILURE,WESTERN / ATLAS HAD INDICATION OF PERIODICAL FAILURE ON LOGGING TOOL. CHANGED OUT CABLE HEAD.,VOLVE_DDR,15_9_19_A_1997_10_09.xml,XML_NODE_KEYWORD,MEDIUM
1a0b9d50-a2d7-46c7-b56c-9184a735dca5,NO,NO 15/9-19 A,name 1997-10-08T14:30:00+02:00,name 1997-10-08T17:00:00+02:00,150,150,EQUIPMENT_FAILURE,TOOL CHECK SHOWED FAILURE ON VDL SECTION. CHANGED TO BACK UP TOOL. PERFORMED NEW TOOLCHECK. OK. RIH TO 150 M AND INSTALLED UPPER CASING JOINT.,VOLVE_DDR,15_9_19_A_1997_10_09.xml,XML_NODE_KEYWORD,MEDIUM
bb987a75-f678-4c4e-8891-be53cb452449,NO,NO 15/9-19 A,name 1997-10-10T00:00:00+02:00,name 1997-10-10T04:00:00+02:00,4019,4019,ABNORMAL_OPERATION,"CIRCULATED TO CONDITION MUD, 820 LPM / 300 BAR. HAD PROBLEMS W/ UNSTABLE MW. CIRC. UNTIL EVEN 1,47 SG.",VOLVE_DDR,15_9_19_A_1997_10_11.xml,XML_NODE_KEYWORD,LOW
07f7498c-f4a7-4c58-a07e-607506b95245,NO,NO 15/9-19 A,name 1997-10-13T01:30:00+02:00,name 1997-10-13T02:30:00+02:00,0,0,EQUIPMENT_FAILURE,CONNECTED CABLE TO SCHLUMB. MDT TOOL STRING. TESTED SIGNALS. GOT INDIC. OF CONTACT FAILURE IN TOOL STRING.,VOLVE_DDR,15_9_19_A_1997_10_14.xml,XML_NODE_KEYWORD,MEDIUM
048d8d44-0da7-43b2-adfb-72b22e42852f,NO,NO 15/9-19 A,name 1997-10-13T02:30:00+02:00,name 1997-10-13T06:00:00+02:00,0,0,EQUIPMENT_FAILURE,WORKED TO SOLVE CONTACT FAILURE IN SCHLUMB. MDT TOOL STRING.,VOLVE_DDR,15_9_19_A_1997_10_14.xml,XML_NODE_KEYWORD,MEDIUM
ccec44d4-3128-4609-b2c6-8feedee5a3a9,NO,NO 15/9-19 A,name 1997-10-13T06:00:00+02:00,name 1997-10-13T07:30:00+02:00,0,0,EQUIPMENT_FAILURE,WORKED TO SOLVE CONTACT FAILURE IN SCHLUMB. MDT TOOL STRING. FOUND CONTACT FAILURE ON CHAMBRE MODULE. REPAIRED SAME. TESTED MDT ASSY.,VOLVE_DDR,15_9_19_A_1997_10_14.xml,XML_NODE_KEYWORD,MEDIUM
7b12b370-1402-4e95-8320-2f47594b8b94,NO,NO 15/9-19 A,name 1997-10-14T01:30:00+02:00,name 1997-10-14T06:00:00+02:00,3602,3602,EQUIPMENT_FAILURE,HAD CONTACT FAILURE W/ PACKER MODULE ON SCHLUMB. MDT TOOL STRING. WORKED TO SOLVE PROBLEM. UNLATCHED/LATCHED LOCOMOTIVE; MAX. 9500 LBS TENSION ON CABLE. NOT ABLE TO GET PROPER SIGNALS W/ PACKER MODULE ON MDT TOOL STRING. POOH W/ CABLE.,VOLVE_DDR,15_9_19_A_1997_10_15.xml,XML_NODE_KEYWORD,MEDIUM
a4936242-634a-4e4f-9010-592d011d7ece,NO,NO 15/9-19 A,name 1997-10-14T14:00:00+02:00,name 1997-10-14T18:00:00+02:00,0,0,ABNORMAL_OPERATION,WORKED TO LOCATE PROBLEM IN SCHLUMB. MDT TOOL ASSY. LOCATED FAULT IN FLUID ANALYZER. CHANGED OUT SAME. TESTED OUT TOOL STRING.,VOLVE_DDR,15_9_19_A_1997_10_15.xml,XML_NODE_KEYWORD,LOW
22dc04dd-be9e-427c-a12c-9ef647326dc2,NO,NO 15/9-19 A,name 1997-10-14T20:30:00+02:00,name 1997-10-14T21:30:00+02:00,860,860,EQUIPMENT_FAILURE,REPAIRED ON BROKEN HYDRAULIC HOSE ON UPPER RACKING ARM.,VOLVE_DDR,15_9_19_A_1997_10_15.xml,XML_NODE_KEYWORD,MEDIUM
4d825f94-c255-407f-bc17-b7e98faa2d88,NO,NO 15/9-19 A,name 1997-10-16T06:30:00+02:00,name 1997-10-16T09:00:00+02:00,3604,3604,EQUIPMENT_FAILURE,CHAMBER VALVE ON MDT NOT OPERATING. ATTEMPTED TO TROUBLESHOOT AND REPAIR WITHOUT SUCCESS.,VOLVE_DDR,15_9_19_A_1997_10_17.xml,XML_NODE_KEYWORD,MEDIUM
f2e466f7-e5f5-417e-aeef-ea4a08bd9f36,NO,NO 15/9-19 A,name 1997-10-20T16:30:00+02:00,name 1997-10-20T23:00:00+02:00,3937,3937,EQUIPMENT_FAILURE,RIH WITH MWS BOTTOM HOLE SAMPLING TOOL. SAMPLE CHAMBER FAILED TO OPEN. POOH WITH WIRELINE.,VOLVE_DDR,15_9_19_A_1997_10_21.xml,XML_NODE_KEYWORD,MEDIUM
db71a4cd-588c-4101-aac1-88a3badb21b6,NO,NO 15/9-19 A,name 1997-10-20T23:00:00+02:00,name 1997-10-21T00:00:00+02:00,3937,3937,NPT,WAITED ON SWELL AND HEAVE TO SUBSIDE TO DISCONNECT WIRELINE LUBRICATOR AND CHANGE OUT BOTTOM HOLE SAMPLING TOOL. RIG HEAVING 2M-3M.,VOLVE_DDR,15_9_19_A_1997_10_21.xml,XML_NODE_KEYWORD,MEDIUM
b44620d6-edd9-4e7d-ac18-85b07aee0b2b,NO,NO 15/9-19 A,name 1997-10-21T00:00:00+02:00,name 1997-10-21T03:30:00+02:00,3937,3937,NPT,CONTINUED WAITING FOR SWELL AND HEAVE TO SUBSIDE TO DISCONNECT WIRELINE LUBRICATOR AND CHANGE OUT BOTTOM HOLE SAMPLING TOOLS. RIG HEAVE 2M-3M.,VOLVE_DDR,15_9_19_A_1997_10_22.xml,XML_NODE_KEYWORD,MEDIUM
dc664f1e-dc4b-4320-b675-0568bf325a09,NO,NO 15/9-19 A,name 1997-10-23T12:30:00+02:00,name 1997-10-23T13:30:00+02:00,3940,3940,STUCK_PIPE,CROWN-MOUNTED-COMPENSATOR WOULDN'T UNLOCK - CMC HYDRAULIC VALVE WAS STUCK IN CLOSED POSITION. TROUBLESHOOTED SYSTEM UNTIL VALVE WAS FREED & CMC UNLOCKED.,VOLVE_DDR,15_9_19_A_1997_10_24.xml,XML_NODE_KEYWORD,HIGH
5967b2b4-f47c-406a-863b-eb63f855f0a1,NO,NO 15/9-19 A,name 1997-11-05T19:00:00+01:00,name 1997-11-05T22:00:00+01:00,106,106,EQUIPMENT_FAILURE,TESTED BOPS ON YELLOW POD - UPPER ANNULAR TESTED TO 20/241 BAR; LOWER ANNULAR + PIPE RAMS + FAIL SAFE VALVES TESTED TO 20/345 BAR. FUNCTION TESTED BOPS ON BLUE POD.,VOLVE_DDR,15_9_19_A_1997_11_06.xml,XML_NODE_KEYWORD,MEDIUM
dc2a9bd1-291c-4eae-bbc9-386cdd21bb06,NO,NO 15/9-19 A,name 1997-11-06T10:00:00+01:00,name 1997-11-06T10:30:00+01:00,2275,2275,MUD_LOSS,"CONT 7"" CSG CUT AND HAD 40 BAR PRESSURE DROP AND SLIGHT LOSS OF MUD. PULLED ABOVE CUT AND OBSERVED WELL IN 15 MIN. TRIP TANK GAINED 0,5 M3 WITH DECLINING RATE TO STEADY.",VOLVE_DDR,15_9_19_A_1997_11_07.xml,XML_NODE_KEYWORD,HIGH
6609211f-1de8-4950-b3eb-61b751ce6e31,NO,NO 15/9-19 BT2,name 1997-12-05T15:00:00+01:00,name 1997-12-06T00:00:00+01:00,3021,3021,KICK,"KICKED-OFF/SIDETRACKED 8 1/2"" HOLE - DRILLED FROM 2911 - 3021 M. BOOSTING RISER CLEAN EVERY 3 HOURS WHILE DRILLING.",VOLVE_DDR,15_9_19_BT2_1997_12_06.xml,XML_NODE_KEYWORD,HIGH
20c22c2d-4ef1-40e7-aafc-c27f62ca75aa,NO,NO 15/9-19 BT2,name 1997-12-11T02:30:00+01:00,name 1997-12-11T04:30:00+01:00,2894,2894,ABNORMAL_OPERATION,"CONTINUED TO TIH FROM 2746 - 2894M - WASHING & REAMING WHEN NEEDED TO PASS SEVERAL SPOTS. PROBLEMS Ø: 2746M, 2768M, 2782M, 2783 - 2793M, 2846M, 2880M, 2882M - 2894M.",VOLVE_DDR,15_9_19_BT2_1997_12_12.xml,XML_NODE_KEYWORD,LOW
18ac0587-c029-43d7-8835-df4540a58459,NO,NO 15/9-19 BT2,name 1997-12-11T21:30:00+01:00,name 1997-12-11T22:30:00+01:00,2827,2827,MUD_LOSS,"CIRCULATED BOTTOMS-UP & BOOSTED RISER IN ATTEMPT TO CLEAN HOLE/REDUCE MUD LOSSES WHILE BACKREAMING-OUT. EXCESSIVE AMOUNT OF CUTTINGS STILL COMING ACROSS SHAKERS AFTER 1 BTMS-UP. LOST 2,2 M3 MUD WHILE CIRC. - FINAL FLOW RATE PRIOR TO STOPPING CIRC. WAS 1600 LPM Ø 155 BAR.",VOLVE_DDR,15_9_19_BT2_1997_12_12.xml,XML_NODE_KEYWORD,HIGH
380df6f8-0df0-4824-8383-e10f3152ac0e,NO,NO 15/9-19 BT2,name 1997-12-12T06:00:00+01:00,name 1997-12-12T07:00:00+01:00,0,0,MUD_LOSS,"FINISHED POOH WITH BHA. TOTAL MUD LOSS WHILE TOH = 2,1 M3.",VOLVE_DDR,15_9_19_BT2_1997_12_13.xml,XML_NODE_KEYWORD,HIGH
ac487265-9779-418d-be89-cf65df92d4c2,NO,NO 15/9-19 BT2,name 1997-12-12T16:00:00+01:00,name 1997-12-12T17:00:00+01:00,2100,2100,EQUIPMENT_FAILURE,REPAIRED BOLTS ON TOP DRIVE.,VOLVE_DDR,15_9_19_BT2_1997_12_13.xml,XML_NODE_KEYWORD,MEDIUM
bf426780-d45f-4055-befb-7a19b2ee0adb,NO,NO 15/9-19 BT2,name 1997-12-12T17:00:00+01:00,name 1997-12-12T19:30:00+01:00,3206,3206,MUD_LOSS,"CONTINUED TO RIH FROM 2100 - 3206 M / 14 M OF FILL. NOTE: TIGHT SPOTS WIPED THROUGH DURING TIH- 2740M, 2758M, 2770M, 2795M, 2850M, & 2879M. MAXIMUM WT. SLACKED-OFF = 30 MT. DID NOT CIRCULATE DURING TIH. TOTAL MUD LOSS WHILE TIH = 0,9 M3.",VOLVE_DDR,15_9_19_BT2_1997_12_13.xml,XML_NODE_KEYWORD,HIGH
2fd1e928-806e-4d9d-8ccd-711ec1c7f0ec,NO,NO 15/9-19 BT2,name 1997-12-13T00:00:00+01:00,name 1997-12-13T04:30:00+01:00,0,0,MUD_LOSS,"CONTINUED TO POOH FROM 2146M TO SURFACE.TOTAL MUD LOSS WHILE TOH=,4M3.",VOLVE_DDR,15_9_19_BT2_1997_12_14.xml,XML_NODE_KEYWORD,HIGH
b39a44bf-9403-4917-b5cd-77169380d860,NO,NO 15/9-19 BT2,name 1997-12-13T18:30:00+01:00,name 1997-12-14T00:00:00+01:00,2164,2164,MUD_LOSS,"CONTINUED TO RUN 7"" LINER - ON 5"" DP - FROM 1131 - 2164M. DRIFTED LANDING STRING TO 2 3/4"" WHILE RUNNING; FILLED PIPE EVERY 5 STDS. BROKE CIRC. Ø 2164M - WINDOW Ø 2178M - WITH 450 LPM Ø 31 BAR. PU WT. = 100 MT & SO WT. = 77 MT Ø 2164 M. MUD LOSS WHILE RUNNING LINER INSIDE OF CSG. = 2,5 M3.",VOLVE_DDR,15_9_19_BT2_1997_12_14.xml,XML_NODE_KEYWORD,HIGH
719ad672-7571-429f-be33-0891f43edc96,NO,NO 15/9-19 BT2,name 1997-12-14T00:00:00+01:00,name 1997-12-14T02:00:00+01:00,2164,2164,EQUIPMENT_FAILURE,REPAIRED HYDRAULIC LEAK ON UPPER RACKING ARM - BURST SEAL FOR MAIN SHUTTLE VALVE = SOURCE OF LEAK.,VOLVE_DDR,15_9_19_BT2_1997_12_15.xml,XML_NODE_KEYWORD,MEDIUM
f6730406-63ab-44f2-ae1f-19f655495f0e,NO,NO 15/9-19 BT2,name 1997-12-14T02:00:00+01:00,name 1997-12-14T03:30:00+01:00,2167,2167,EQUIPMENT_FAILURE,"SLACKED-OFF ON LANDING STRING TO 2167 M; HAD SCR FAILURE FOR TDS, DRAWWORKS , & MUD PUMPS. ELECTRICIAN HAD TO TROUBLESHOOT PROBLEM: FOUND BURNED ""MAIN CHANGE-OVER SWITCH"" - REPLACED SAME.",VOLVE_DDR,15_9_19_BT2_1997_12_15.xml,XML_NODE_KEYWORD,MEDIUM
a8293881-4e5a-402a-b941-836963fbdabe,NO,NO 15/9-19 BT2,name 1997-12-14T11:30:00+01:00,name 1997-12-14T14:30:00+01:00,3030,3030,ABNORMAL_OPERATION,"LOST POWER TO DRAWWORKS. DISCOVERED PROBLEM RELATED TO DRAWWORKS' MOTOR ""C"".",VOLVE_DDR,15_9_19_BT2_1997_12_15.xml,XML_NODE_KEYWORD,LOW
